"chr"	"start"	"end"	"name"	"gieStain"
"NW_015090990.1"	"14550055"	"14570658"	"ZDBF2"	"gpos100"
"NW_015090990.1"	"19884655"	"19916069"	"NAB1"	"gpos100"
"NW_015090990.1"	"1130463"	"1161702"	"GYPC"	"gpos100"
"NW_015090990.1"	"3658975"	"3663881"	"TMEM198"	"gpos100"
"NW_015090990.1"	"3664353"	"3681072"	"OBSL1"	"gpos100"
"NW_015090990.1"	"20214348"	"20222555"	"ASNSD1"	"gpos100"
"NW_015090780.1"	"45963"	"50750"	"LOC106895312"	"gpos100"
"NW_015090990.1"	"20205938"	"20213148"	"OSGEPL1"	"gpos100"
"NW_015090990.1"	"2935928"	"2980086"	"USP37"	"gpos100"
"NW_015090990.1"	"2933525"	"2935880"	"LOC106895315"	"gpos100"
"NW_015090990.1"	"16077693"	"16088368"	"KCTD18"	"gpos100"
"NW_015090990.1"	"16055804"	"16069370"	"SGO2"	"gpos100"
"NW_015090990.1"	"12237593"	"12299381"	"UBE2E3"	"gpos100"
"NW_015090780.1"	"65229"	"71679"	"BPIFB2"	"gpos100"
"NW_015090990.1"	"8281372"	"8295452"	"LOC106895320"	"gpos100"
"NW_015090990.1"	"21532214"	"21544448"	"ZC3H15"	"gpos100"
"NW_015090990.1"	"3933459"	"3971777"	"PLA2R1"	"gpos100"
"NW_015090990.1"	"9875392"	"9878718"	"ATP5MC3"	"gpos100"
"NW_015090990.1"	"4358757"	"4387222"	"TANK"	"gpos100"
"NW_015090990.1"	"19731649"	"19756298"	"STAT1"	"gpos100"
"NW_015090990.1"	"7339059"	"7463420"	"LRP2"	"gpos100"
"NW_015090990.1"	"4861014"	"5102071"	"KCNH7"	"gpos100"
"NW_015090780.1"	"76217"	"113245"	"LOC106895328"	"gpos100"
"NW_015090990.1"	"14800456"	"14869152"	"KLF7"	"gpos100"
"NW_015090990.1"	"10955200"	"11100135"	"PDE11A"	"gpos100"
"NW_015090990.1"	"16270271"	"16279583"	"CUNH2orf69"	"gpos100"
"NW_015090990.1"	"3344174"	"3358522"	"RETREG2"	"gpos100"
"NW_015090990.1"	"12782216"	"12943098"	"PDE1A"	"gpos100"
"NW_015090990.1"	"20198782"	"20204831"	"ORMDL1"	"gpos100"
"NW_015090780.1"	"389292"	"400540"	"TM9SF4"	"gpos100"
"NW_015090990.1"	"13007758"	"13032467"	"DNAJC10"	"gpos100"
"NW_015090990.1"	"8403444"	"8423951"	"HAT1"	"gpos100"
"NW_015090990.1"	"5851960"	"5907426"	"COBLL1"	"gpos100"
"NW_015090990.1"	"5834085"	"5864227"	"LOC106895339"	"gpos100"
"NW_015090990.1"	"11261518"	"11274572"	"PLEKHA3"	"gpos100"
"NW_015090990.1"	"3024535"	"3031344"	"RNF25"	"gpos100"
"NW_015090780.1"	"432948"	"457345"	"CCM2L"	"gpos100"
"NW_015090990.1"	"16009161"	"16052814"	"LOC106895343"	"gpos100"
"NW_015090990.1"	"14730326"	"14743342"	"FASTKD2"	"gpos100"
"NW_015090990.1"	"4695235"	"4736575"	"DPP4"	"gpos100"
"NW_015090990.1"	"2980786"	"2994056"	"CNOT9"	"gpos100"
"NW_015090990.1"	"11934075"	"11966633"	"CWC22"	"gpos100"
"NW_015090990.1"	"8252901"	"8270601"	"DCAF17"	"gpos100"
"NW_015090990.1"	"11103317"	"11127598"	"RBM45"	"gpos100"
"NW_015090780.1"	"470492"	"476511"	"PDRG1"	"gpos100"
"NW_015090990.1"	"1938810"	"1981290"	"SMARCAL1"	"gpos100"
"NW_015090990.1"	"5372993"	"5476660"	"FIGN"	"gpos100"
"NW_015090990.1"	"10316505"	"10319222"	"HOXD4"	"gpos100"
"NW_015090990.1"	"21131876"	"21175933"	"TFPI"	"gpos100"
"NW_015090780.1"	"478337"	"486462"	"TTLL9"	"gpos100"
"NW_015090990.1"	"15718547"	"15734607"	"TMEM237"	"gpos100"
"NW_015090990.1"	"9522125"	"9546166"	"CIR1"	"gpos100"
"NW_015090990.1"	"3490618"	"3496327"	"DES"	"gpos100"
"NW_015090990.1"	"2080934"	"2085238"	"IGFBP2"	"gpos100"
"NW_015090990.1"	"15961918"	"16007068"	"LOC106895360"	"gpos100"
"NW_015090990.1"	"19684707"	"19727813"	"STAT4"	"gpos100"
"NW_015090780.1"	"574054"	"581501"	"LOC106895362"	"gpos100"
"NW_015090990.1"	"3051364"	"3071125"	"TTLL4"	"gpos100"
"NW_015090990.1"	"16864052"	"17075909"	"PLCL1"	"gpos100"
"NW_015090990.1"	"4761962"	"4804333"	"FAP"	"gpos100"
"NW_015090990.1"	"15029871"	"15034093"	"FZD5"	"gpos100"
"NW_015090990.1"	"1727805"	"1780978"	"XRCC5"	"gpos100"
"NW_015090990.1"	"3630243"	"3655460"	"CHPF"	"gpos100"
"NW_015090990.1"	"3454988"	"3461067"	"DNAJB2"	"gpos100"
"NW_015090780.1"	"617043"	"618858"	"LOC106895370"	"gpos100"
"NW_015090990.1"	"3335476"	"3342236"	"CNPPD1"	"gpos100"
"NW_015090990.1"	"3982704"	"4045818"	"ITGB6"	"gpos100"
"NW_015090990.1"	"3093510"	"3106983"	"WNT6"	"gpos100"
"NW_015090992.1"	"1250671"	"1336171"	"MARCHF3"	"gpos100"
"NW_015090992.1"	"1427722"	"1430016"	"LOC106895375"	"gpos100"
"NW_015090780.1"	"731190"	"739516"	"SCRT2"	"gpos100"
"NW_015090992.1"	"1470610"	"1486837"	"LOC106895377"	"gpos100"
"NW_015090992.1"	"1496815"	"1635311"	"RHOBTB3"	"gpos100"
"NW_015090992.1"	"1635667"	"1636488"	"LOC106895379"	"gpos100"
"NW_015090992.1"	"2238944"	"2294350"	"LOC106895380"	"gpos100"
"NW_015090992.1"	"3641915"	"3645851"	"LOC106895381"	"gpos100"
"NW_015090992.1"	"3757818"	"3763783"	"LOC106895382"	"gpos100"
"NW_015090992.1"	"452957"	"475176"	"LOC106895383"	"gpos100"
"NW_015090992.1"	"388417"	"430846"	"LOC106895384"	"gpos100"
"NW_015090992.1"	"3453048"	"3454901"	"LINGO2"	"gpos100"
"NW_015090992.1"	"3105613"	"3279774"	"LOC106895386"	"gpos100"
"NW_015090780.1"	"915614"	"916756"	"LOC106895387"	"gpos100"
"NW_015090992.1"	"1012892"	"1013182"	"CTXN3"	"gpos100"
"NW_015090992.1"	"58563"	"67801"	"MINAR2"	"gpos100"
"NW_015090992.1"	"1493592"	"1495747"	"LOC106895390"	"gpos100"
"NW_015090992.1"	"1385697"	"1399241"	"LOC106895391"	"gpos100"
"NW_015090992.1"	"1400053"	"1413469"	"LOC106895392"	"gpos100"
"NW_015090992.1"	"770251"	"834711"	"SLC12A2"	"gpos100"
"NW_015090992.1"	"3598608"	"3615122"	"C9orf72"	"gpos100"
"NW_015090992.1"	"586637"	"755095"	"FBN2"	"gpos100"
"NW_015090780.1"	"962237"	"981065"	"STK35"	"gpos100"
"NW_015090992.1"	"20799"	"36833"	"RIOK2"	"gpos100"
"NW_015090992.1"	"355200"	"369567"	"ISOC1"	"gpos100"
"NW_015090992.1"	"1236181"	"1250025"	"LOC106895399"	"gpos100"
"NW_015090992.1"	"1054585"	"1084445"	"PRRC1"	"gpos100"
"NW_015090992.1"	"1110446"	"1210307"	"MEGF10"	"gpos100"
"NW_015090992.1"	"1102207"	"1109474"	"LOC106895402"	"gpos100"
"NW_015090992.1"	"72995"	"217443"	"ADAMTS19"	"gpos100"
"NW_015090780.1"	"1001781"	"1002653"	"FNDC11"	"gpos100"
"NW_015090992.1"	"1339619"	"1354138"	"LMNB1"	"gpos100"
"NW_015090992.1"	"3638892"	"3741190"	"MOB3B"	"gpos100"
"NW_015090993.1"	"17847"	"22731"	"AMIGO1"	"gpos100"
"NW_015090993.1"	"55364"	"99274"	"LOC106895408"	"gpos100"
"NW_015090993.1"	"122208"	"129315"	"LOC106895409"	"gpos100"
"NW_015090993.1"	"42318"	"43734"	"GPR61"	"gpos100"
"NW_015090994.1"	"1366578"	"1372527"	"LOC106895411"	"gpos100"
"NW_015090994.1"	"1570240"	"1578339"	"LOC106895412"	"gpos100"
"NW_015090994.1"	"340440"	"391587"	"STK33"	"gpos100"
"NW_015090994.1"	"981367"	"1181892"	"LOC106895414"	"gpos100"
"NW_015090780.1"	"1257667"	"1263008"	"SLC2A4RG"	"gpos100"
"NW_015090994.1"	"1591255"	"1596948"	"LOC106895416"	"gpos100"
"NW_015090994.1"	"256816"	"334558"	"TRIM66"	"gpos100"
"NW_015090994.1"	"1428281"	"1556497"	"PDE3B"	"gpos100"
"NW_015090994.1"	"17001"	"239252"	"DENND2B"	"gpos100"
"NW_015090994.1"	"241418"	"242530"	"LOC106895420"	"gpos100"
"NW_015090994.1"	"242811"	"244310"	"LOC106895421"	"gpos100"
"NW_015090994.1"	"246478"	"249867"	"RPL27A"	"gpos100"
"NW_015090780.1"	"1277292"	"1335036"	"LOC106895423"	"gpos100"
"NW_015090994.1"	"1002892"	"1005341"	"LOC106895424"	"gpos100"
"NW_015090994.1"	"977675"	"980366"	"LOC106895425"	"gpos100"
"NW_015090994.1"	"1338731"	"1362663"	"COPB1"	"gpos100"
"NW_015090994.1"	"1219886"	"1281962"	"RRAS2"	"gpos100"
"NW_015090994.1"	"941941"	"965994"	"RIC3"	"gpos100"
"NW_015090994.1"	"1387068"	"1401627"	"LOC106895429"	"gpos100"
"NW_015090994.1"	"3956"	"13230"	"AKIP1"	"gpos100"
"NW_015090994.1"	"780861"	"884730"	"LMO1"	"gpos100"
"NW_015090780.1"	"1547038"	"1559296"	"LOC106895432"	"gpos100"
"NW_015090994.1"	"785285"	"787764"	"LOC106895433"	"gpos100"
"NW_015090995.1"	"13699686"	"13747547"	"HDX"	"gpos100"
"NW_015090995.1"	"2079527"	"2087303"	"LOC106895435"	"gpos100"
"NW_015090995.1"	"14009041"	"14026638"	"LOC106895436"	"gpos100"
"NW_015090995.1"	"3156779"	"3170207"	"LOC106895437"	"gpos100"
"NW_015090780.1"	"1617840"	"1619234"	"LOC106895438"	"gpos100"
"NW_015090995.1"	"13463790"	"13490189"	"LOC106895439"	"gpos100"
"NW_015090995.1"	"18531947"	"18558978"	"F9"	"gpos100"
"NW_015090995.1"	"12878407"	"12880814"	"LOC106895441"	"gpos100"
"NW_015090995.1"	"634426"	"645734"	"LOC106895442"	"gpos100"
"NW_015090995.1"	"20790098"	"20816882"	"IL13RA2"	"gpos100"
"NW_015090995.1"	"7601443"	"7644390"	"GPR50"	"gpos100"
"NW_015090995.1"	"3855897"	"3872578"	"CENPI"	"gpos100"
"NW_015090995.1"	"1273124"	"1294698"	"TENT5D"	"gpos100"
"NW_015090780.1"	"1638192"	"1666012"	"SOX18"	"gpos100"
"NW_015090995.1"	"8143205"	"8532696"	"IL1RAPL2"	"gpos100"
"NW_015090995.1"	"1804887"	"1824519"	"LOC106895449"	"gpos100"
"NW_015090995.1"	"3202121"	"3215874"	"LOC106895450"	"gpos100"
"NW_015090995.1"	"12325571"	"12389075"	"CAPN6"	"gpos100"
"NW_015090780.1"	"1692278"	"1718049"	"RGS19"	"gpos100"
"NW_015090995.1"	"3498482"	"3503286"	"LOC106895453"	"gpos100"
"NW_015090995.1"	"1451694"	"1460945"	"LOC106895454"	"gpos100"
"NW_015090995.1"	"20400062"	"20405860"	"LOC106895455"	"gpos100"
"NW_015090995.1"	"1389101"	"1393144"	"LOC106895456"	"gpos100"
"NW_015090995.1"	"15257665"	"15365236"	"LOC106895457"	"gpos100"
"NW_015090995.1"	"13282008"	"13302980"	"LOC106895458"	"gpos100"
"NW_015090995.1"	"700337"	"701528"	"LOC106895459"	"gpos100"
"NW_015090995.1"	"705821"	"720173"	"LOC106895460"	"gpos100"
"NW_015090995.1"	"735305"	"775384"	"SLC16A2"	"gpos100"
"NW_015090995.1"	"1074232"	"1077551"	"LOC106895462"	"gpos100"
"NW_015090780.1"	"2110204"	"2158350"	"LOC106895463"	"gpos100"
"NW_015090995.1"	"1131848"	"1140100"	"HMGN5"	"gpos100"
"NW_015090995.1"	"1229555"	"1231481"	"LOC106895465"	"gpos100"
"NW_015090995.1"	"1661811"	"1668453"	"LOC106895466"	"gpos100"
"NW_015090995.1"	"1830061"	"1889932"	"EDA"	"gpos100"
"NW_015090995.1"	"3266249"	"3283521"	"LOC106895468"	"gpos100"
"NW_015090995.1"	"3805411"	"3812267"	"LOC106895469"	"gpos100"
"NW_015090995.1"	"3929210"	"3930760"	"TIMM8A"	"gpos100"
"NW_015090995.1"	"3946686"	"3953955"	"GLA"	"gpos100"
"NW_015090995.1"	"3969625"	"3989599"	"LOC106895472"	"gpos100"
"NW_015090995.1"	"4244189"	"4245885"	"RIPPLY1"	"gpos100"
"NW_015090764.1"	"1881834"	"1884121"	"MRPS23"	"gpos100"
"NW_015090780.1"	"2158640"	"2181849"	"LOC106895475"	"gpos100"
"NW_015090995.1"	"4275070"	"4281517"	"CNGA2"	"gpos100"
"NW_015090995.1"	"4358641"	"4430290"	"GABRE"	"gpos100"
"NW_015090995.1"	"4818285"	"4820271"	"LOC106895478"	"gpos100"
"NW_015090995.1"	"5379351"	"5379826"	"LOC106895479"	"gpos100"
"NW_015090995.1"	"6626835"	"6968657"	"AFF2"	"gpos100"
"NW_015090995.1"	"7498364"	"7514809"	"CD99L2"	"gpos100"
"NW_015090995.1"	"8613117"	"8622113"	"LOC106895482"	"gpos100"
"NW_015090995.1"	"8679575"	"8700496"	"LONRF3"	"gpos100"
"NW_015090995.1"	"8787526"	"8805336"	"LOC106895484"	"gpos100"
"NW_015090995.1"	"8805512"	"8825807"	"SLC25A43"	"gpos100"
"NW_015090780.1"	"2269722"	"2339920"	"KCNQ2"	"gpos100"
"NW_015090995.1"	"8898102"	"8900797"	"RPL39"	"gpos100"
"NW_015090995.1"	"8914071"	"8920386"	"NKAP"	"gpos100"
"NW_015090995.1"	"8930606"	"8954709"	"TMEM255A"	"gpos100"
"NW_015090995.1"	"9971461"	"9979350"	"LOC106895490"	"gpos100"
"NW_015090995.1"	"11404644"	"11412069"	"RAB39B"	"gpos100"
"NW_015090995.1"	"11734532"	"11758761"	"IRS4"	"gpos100"
"NW_015090995.1"	"12152996"	"12173069"	"LOC106895493"	"gpos100"
"NW_015090995.1"	"12540046"	"12570762"	"ALG13"	"gpos100"
"NW_015090995.1"	"13247383"	"13274277"	"LOC106895495"	"gpos100"
"NW_015090780.1"	"2386750"	"2392344"	"LOC106895496"	"gpos100"
"NW_015090995.1"	"13568250"	"13584354"	"POU3F4"	"gpos100"
"NW_015090995.1"	"14068968"	"14083528"	"POF1B"	"gpos100"
"NW_015090995.1"	"18338281"	"18343881"	"ARL13A"	"gpos100"
"NW_015090995.1"	"18397986"	"18445280"	"ATP11C"	"gpos100"
"NW_015090995.1"	"19516841"	"19517602"	"LOC106895501"	"gpos100"
"NW_015090995.1"	"19709171"	"19743730"	"ADGRG4"	"gpos100"
"NW_015090995.1"	"19872490"	"19978425"	"DOCK11"	"gpos100"
"NW_015090995.1"	"19982623"	"20017795"	"WDR44"	"gpos100"
"NW_015090995.1"	"20521087"	"20522331"	"LOC106895505"	"gpos100"
"NW_015090780.1"	"2408664"	"2430716"	"CHRNA4"	"gpos100"
"NW_015090995.1"	"20665860"	"20680100"	"LOC106895507"	"gpos100"
"NW_015090995.1"	"20694469"	"20754555"	"LRCH2"	"gpos100"
"NW_015090995.1"	"14140855"	"14209034"	"CHM"	"gpos100"
"NW_015090995.1"	"1791571"	"1797633"	"IGBP1"	"gpos100"
"NW_015090995.1"	"3372478"	"3404422"	"LOC106895511"	"gpos100"
"NW_015090995.1"	"1764986"	"1776657"	"INPPL1"	"gpos100"
"NW_015090995.1"	"7827470"	"7883486"	"PASD1"	"gpos100"
"NW_015090995.1"	"18265100"	"18270011"	"TSPAN6"	"gpos100"
"NW_015090780.1"	"2490020"	"2512873"	"LOC106895515"	"gpos100"
"NW_015090995.1"	"2023454"	"2077382"	"EFNB1"	"gpos100"
"NW_015090995.1"	"3960026"	"3968513"	"LOC106895517"	"gpos100"
"NW_015090995.1"	"1583453"	"1595695"	"CYSLTR1"	"gpos100"
"NW_015090995.1"	"2974770"	"3034997"	"AR"	"gpos100"
"NW_015090995.1"	"7077757"	"7086797"	"IDS"	"gpos100"
"NW_015090995.1"	"1672055"	"1676549"	"TAF9B"	"gpos100"
"NW_015090995.1"	"19694381"	"19700095"	"BRS3"	"gpos100"
"NW_015090780.1"	"3180348"	"3184706"	"MRGBP"	"gpos100"
"NW_015090995.1"	"3316451"	"3323155"	"LOC106895524"	"gpos100"
"NW_015090995.1"	"20429240"	"20492212"	"SLC6A14"	"gpos100"
"NW_015090995.1"	"19290815"	"19294827"	"ZIC3"	"gpos100"
"NW_015090995.1"	"3943353"	"3945971"	"LOC106895527"	"gpos100"
"NW_015090995.1"	"18279544"	"18287511"	"SYTL4"	"gpos100"
"NW_015090995.1"	"4217568"	"4223782"	"RBM41"	"gpos100"
"NW_015090995.1"	"1784573"	"1789838"	"LOC106895530"	"gpos100"
"NW_015090995.1"	"3770287"	"3771535"	"LOC106895531"	"gpos100"
"NW_015090995.1"	"3816399"	"3835314"	"LOC106895532"	"gpos100"
"NW_015090780.1"	"3898799"	"3906851"	"HRH3"	"gpos100"
"NW_015090995.1"	"1442170"	"1443461"	"LOC106895534"	"gpos100"
"NW_015090995.1"	"4039196"	"4040385"	"TMSB15B"	"gpos100"
"NW_015090995.1"	"8892153"	"8894998"	"SOWAHD"	"gpos100"
"NW_015090995.1"	"1118288"	"1129829"	"LOC106895537"	"gpos100"
"NW_015090995.1"	"17090059"	"17133976"	"LOC106895538"	"gpos100"
"NW_015090995.1"	"17140609"	"17145654"	"LOC106895539"	"gpos100"
"NW_015090995.1"	"1384012"	"1387214"	"LOC106895540"	"gpos100"
"NW_015090995.1"	"9755929"	"9757723"	"LOC106895541"	"gpos100"
"NW_015090995.1"	"1749894"	"1759056"	"ARR3"	"gpos100"
"NW_015090995.1"	"1423903"	"1434215"	"GPR174"	"gpos100"
"NW_015090780.1"	"3943704"	"3950887"	"LOC106895544"	"gpos100"
"NW_015090995.1"	"18272516"	"18279031"	"SRPX2"	"gpos100"
"NW_015090995.1"	"1777712"	"1783734"	"P2RY4"	"gpos100"
"NW_015090995.1"	"20503450"	"20507385"	"AGTR2"	"gpos100"
"NW_015090995.1"	"8960374"	"8970143"	"ATP1B4"	"gpos100"
"NW_015090995.1"	"3800447"	"3804300"	"LOC106895549"	"gpos100"
"NW_015090995.1"	"4240171"	"4241563"	"CLDN2"	"gpos100"
"NW_015090995.1"	"12984364"	"12996015"	"FGF16"	"gpos100"
"NW_015090995.1"	"4177247"	"4186384"	"DNAAF6"	"gpos100"
"NW_015090780.1"	"5128786"	"5134301"	"LOC106895553"	"gpos100"
"NW_015090995.1"	"3774038"	"3777309"	"LOC106895554"	"gpos100"
"NW_015090995.1"	"1555158"	"1564289"	"LOC106895555"	"gpos100"
"NW_015090995.1"	"9943776"	"9959252"	"SH2D1A"	"gpos100"
"NW_015090995.1"	"9921638"	"9929586"	"LOC106895557"	"gpos100"
"NW_015090995.1"	"3789245"	"3794336"	"LOC106895558"	"gpos100"
"NW_015090995.1"	"19606925"	"19613493"	"CD40LG"	"gpos100"
"NW_015090995.1"	"3410057"	"3417685"	"LOC106895560"	"gpos100"
"NW_015090995.1"	"1347478"	"1352999"	"TBX22"	"gpos100"
"NW_015090995.1"	"6506826"	"6515080"	"FMR1NB"	"gpos100"
"NW_015090780.1"	"5296926"	"5312231"	"NPEPL1"	"gpos100"
"NW_015090995.1"	"474151"	"489790"	"LOC106895564"	"gpos100"
"NW_015090995.1"	"498120"	"506267"	"CDX4"	"gpos100"
"NW_015090995.1"	"18249617"	"18262184"	"TNMD"	"gpos100"
"NW_015090995.1"	"14087973"	"14091644"	"LOC106895567"	"gpos100"
"NW_015090995.1"	"14094750"	"14103419"	"LOC106895568"	"gpos100"
"NW_015090995.1"	"19755158"	"19768431"	"FRMD7"	"gpos100"
"NW_015090995.1"	"13275262"	"13280480"	"LOC106895570"	"gpos100"
"NW_015090995.1"	"11473683"	"11495954"	"VSIG1"	"gpos100"
"NW_015090995.1"	"1326780"	"1328469"	"LOC106895572"	"gpos100"
"NW_015090780.1"	"5410830"	"5430351"	"VAPB"	"gpos100"
"NW_015090995.1"	"11833209"	"11833625"	"KCNE5"	"gpos100"
"NW_015090995.1"	"20334050"	"20359586"	"LOC106895575"	"gpos100"
"NW_015090995.1"	"11517236"	"11649140"	"COL4A6"	"gpos100"
"NW_015090995.1"	"11649345"	"11731266"	"COL4A5"	"gpos100"
"NW_015090995.1"	"11505265"	"11516991"	"ATG4A"	"gpos100"
"NW_015090995.1"	"11500704"	"11504618"	"PSMD10"	"gpos100"
"NW_015090995.1"	"1028237"	"1065313"	"ABCB7"	"gpos100"
"NW_015090780.1"	"1003481"	"1055581"	"HELZ2"	"gpos100"
"NW_015090995.1"	"1069941"	"1075331"	"LOC106895582"	"gpos100"
"NW_015090995.1"	"1078671"	"1115664"	"SH3BGRL"	"gpos100"
"NW_015090995.1"	"11410682"	"11449094"	"LOC106895584"	"gpos100"
"NW_015090995.1"	"11390096"	"11400066"	"VBP1"	"gpos100"
"NW_015090995.1"	"11402170"	"11404471"	"LOC106895586"	"gpos100"
"NW_015090995.1"	"12899117"	"12979373"	"ATRX"	"gpos100"
"NW_015090780.1"	"739405"	"743229"	"SLC52A3"	"gpos100"
"NW_015090995.1"	"8923484"	"8929598"	"ZBTB33"	"gpos100"
"NW_015090995.1"	"8912051"	"8913822"	"AKAP14"	"gpos100"
"NW_015090995.1"	"8921052"	"8923406"	"LOC106895591"	"gpos100"
"NW_015090995.1"	"14035264"	"14065498"	"ZNF711"	"gpos100"
"NW_015090780.1"	"1058304"	"1080263"	"GMEB2"	"gpos100"
"NW_015090995.1"	"14060844"	"14066008"	"LOC106895594"	"gpos100"
"NW_015090995.1"	"8832013"	"8835316"	"STEEP1"	"gpos100"
"NW_015090995.1"	"8844972"	"8856492"	"NKRF"	"gpos100"
"NW_015090995.1"	"8837323"	"8846050"	"UBE2A"	"gpos100"
"NW_015090995.1"	"11758716"	"11826824"	"NXT2"	"gpos100"
"NW_015090995.1"	"45839"	"237632"	"ARHGEF9"	"gpos100"
"NW_015090780.1"	"1236235"	"1242589"	"ZGPAT"	"gpos100"
"NW_015090995.1"	"11840203"	"11903147"	"ACSL4"	"gpos100"
"NW_015090995.1"	"11903453"	"11944980"	"TMEM164"	"gpos100"
"NW_015090780.1"	"888345"	"899105"	"LOC106895603"	"gpos100"
"NW_015090995.1"	"9538737"	"9690608"	"GRIA3"	"gpos100"
"NW_015090995.1"	"9795198"	"9870272"	"STAG2"	"gpos100"
"NW_015090764.1"	"1679479"	"1685499"	"LOC106895606"	"gpos100"
"NW_015090995.1"	"9879350"	"9893938"	"LOC106895607"	"gpos100"
"NW_015090995.1"	"9701591"	"9749388"	"THOC2"	"gpos100"
"NW_015090995.1"	"3653105"	"3660982"	"FUNDC2"	"gpos100"
"NW_015090995.1"	"3641740"	"3652466"	"MTCP1"	"gpos100"
"NW_015090780.1"	"830364"	"854223"	"SNPH"	"gpos100"
"NW_015090995.1"	"3641753"	"3652466"	"CMC4"	"gpos100"
"NW_015090995.1"	"19672629"	"19682238"	"LOC106895613"	"gpos100"
"NW_015090995.1"	"19645033"	"19655550"	"VGLL1"	"gpos100"
"NW_015090995.1"	"19655879"	"19662046"	"LOC106895615"	"gpos100"
"NW_015090995.1"	"11358341"	"11389123"	"LOC106895616"	"gpos100"
"NW_015090995.1"	"8972835"	"8987434"	"LAMP2"	"gpos100"
"NW_015090995.1"	"19516810"	"19533352"	"RBMX"	"gpos100"
"NW_015090995.1"	"19520882"	"19522990"	"LOC106895619"	"gpos100"
"NW_015090995.1"	"3931526"	"3942917"	"BTK"	"gpos100"
"NW_015090995.1"	"3924285"	"3928515"	"LOC106895621"	"gpos100"
"NW_015090995.1"	"3918036"	"3924141"	"TAF7L"	"gpos100"
"NW_015090995.1"	"3914614"	"3917366"	"LOC106895623"	"gpos100"
"NW_015090995.1"	"3934431"	"3940101"	"LOC106895624"	"gpos100"
"NW_015090995.1"	"1399639"	"1410942"	"ITM2A"	"gpos100"
"NW_015090995.1"	"540669"	"566326"	"LOC106895626"	"gpos100"
"NW_015090995.1"	"567585"	"597911"	"LOC106895627"	"gpos100"
"NW_015090995.1"	"8779056"	"8785628"	"PGRMC1"	"gpos100"
"NW_015090995.1"	"13639184"	"13677052"	"RPS6KA6"	"gpos100"
"NW_015090995.1"	"3549828"	"3592521"	"ZC3H12B"	"gpos100"
"NW_015090995.1"	"3517014"	"3546516"	"LAS1L"	"gpos100"
"NW_015090995.1"	"12278037"	"12319669"	"PAK3"	"gpos100"
"NW_015090995.1"	"12319871"	"12323299"	"LOC106895633"	"gpos100"
"NW_015090995.1"	"14667672"	"14757510"	"KLHL4"	"gpos100"
"NW_015090780.1"	"930196"	"952069"	"LOC106895635"	"gpos100"
"NW_015090995.1"	"14228259"	"14528849"	"DACH2"	"gpos100"
"NW_015090995.1"	"14531611"	"14721954"	"LOC106895637"	"gpos100"
"NW_015090995.1"	"8017108"	"8117494"	"NRK"	"gpos100"
"NW_015090995.1"	"8022908"	"8024380"	"LOC106895639"	"gpos100"
"NW_015090995.1"	"7408445"	"7455462"	"MTM1"	"gpos100"
"NW_015090780.1"	"753122"	"762152"	"ANGPT4"	"gpos100"
"NW_015090995.1"	"1733222"	"1749509"	"RAB41"	"gpos100"
"NW_015090995.1"	"8858308"	"8882773"	"SEPTIN6"	"gpos100"
"NW_015090780.1"	"918533"	"921087"	"LOC106895644"	"gpos100"
"NW_015090995.1"	"7890503"	"7927146"	"TBC1D8B"	"gpos100"
"NW_015090995.1"	"11220969"	"11255042"	"SMARCA1"	"gpos100"
"NW_015090995.1"	"12827520"	"12840528"	"PGK1"	"gpos100"
"NW_015090995.1"	"336967"	"424869"	"LOC106895648"	"gpos100"
"NW_015090995.1"	"1177914"	"1227220"	"BRWD3"	"gpos100"
"NW_015090995.1"	"1152729"	"1169169"	"LOC106895650"	"gpos100"
"NW_015090995.1"	"18301777"	"18308327"	"NOX1"	"gpos100"
"NW_015090995.1"	"18308465"	"18315425"	"XKRX"	"gpos100"
"NW_015090995.1"	"18322995"	"18325844"	"LOC106895653"	"gpos100"
"NW_015090780.1"	"906179"	"915383"	"NSFL1C"	"gpos100"
"NW_015090995.1"	"17254767"	"17490446"	"DIAPH2"	"gpos100"
"NW_015090995.1"	"8997406"	"9023041"	"CUL4B"	"gpos100"
"NW_015090995.1"	"15989793"	"16493861"	"PCDH11X"	"gpos100"
"NW_015090995.1"	"3425767"	"3473440"	"MSN"	"gpos100"
"NW_015090995.1"	"8900900"	"8908692"	"UPF3B"	"gpos100"
"NW_015090995.1"	"8908722"	"8909566"	"NDUFA1"	"gpos100"
"NW_015090995.1"	"6004228"	"6008764"	"SLITRK2"	"gpos100"
"NW_015090780.1"	"1244623"	"1252156"	"LIME1"	"gpos100"
"NW_015090995.1"	"1613652"	"1663007"	"LOC106895663"	"gpos100"
"NW_015090995.1"	"2890807"	"2959328"	"OPHN1"	"gpos100"
"NW_015090995.1"	"4432633"	"4511995"	"GABRA3"	"gpos100"
"NW_015090995.1"	"8655459"	"8672964"	"LOC106895666"	"gpos100"
"NW_015090995.1"	"11947899"	"12070830"	"AMMECR1"	"gpos100"
"NW_015090995.1"	"7459185"	"7495728"	"MTMR1"	"gpos100"
"NW_015090995.1"	"4006477"	"4013246"	"PLP1"	"gpos100"
"NW_015090780.1"	"744726"	"749847"	"FAM110A"	"gpos100"
"NW_015090995.1"	"2761352"	"2784628"	"LOC106895671"	"gpos100"
"NW_015090995.1"	"2784836"	"2876228"	"STARD8"	"gpos100"
