GID,KEGG,KEGG_DESCRIPTION
106893838,K05687,PARK7; protein DJ-1 [EC:3.5.1.124]
106893839,K18655,"DDX19, DBP5; ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13]"
106891490,K09085,BHLHB1_6_7; class B basic helix-loop-helix protein 1/6/7
106893841,K21945,PER3; period circadian protein 3
106893842,K13505,VAMP3; vesicle-associated membrane protein 3
106893844,K05688,PINK1; PTEN induced putative kinase 1 [EC:2.7.11.1]
106893845,K14435,CHD5; chromodomain-helicase-DNA-binding protein 5 [EC:5.6.2.-]
106893846,K23562,EMC1; ER membrane protein complex subunit 1
106893843,,
106893847,K01489,"cdd, CDA; cytidine deaminase [EC:3.5.4.5]"
106893848,,
106893849,K15688,MUL1; E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]
106893850,K13717,OTUD3; OTU domain-containing protein 3 [EC:3.4.19.12]
106893852,K00294,E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
106893853,K09531,DNAJC11; DnaJ homolog subfamily C member 11
106893851,K15033,ICT1; peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]
106893854,K17360,ACOT7; acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
106893855,K01344,PROC; protein C (activated) [EC:3.4.21.69]
106893856,,
106893858,,
106893859,K19627,SAG; S-arrestin
106893857,K15302,"STXBP4, SYNIP; syntaxin-binding protein 4"
106893860,K03012,"RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4"
106893861,,
106893862,K15542,PFS2; polyadenylation factor subunit 2
106893863,K08404,GPR17; G protein-coupled receptor 17
106893864,K23354,"LIMS1_2, PINCH1_2; LIM and senescent cell antigen-like-containing domain protein 1/2"
106893865,K21868,MYO7B; myosin VIIb
106893868,K18730,GIGYF; PERQ amino acid-rich with GYF domain-containing protein
106893869,K05006,"KCNJ13, KIR7.1; potassium inwardly-rectifying channel subfamily J member 13"
106893870,,
106893871,K00901,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]"
106893872,K11718,HUGT; UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]
106893874,K17498,"SPN1, IWS1; transcription factor SPN1"
106893875,K24611,"AMMECR1, AMMECR1L; AMME syndrome candidate gene 1 protein"
106893876,K17890,ATG16L1; autophagy-related protein 16-1
106893877,K02514,HS6ST1; heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]
106893879,K07525,"NGEF, EPHEXIN, ARHGEF27; neuronal guanine nucleotide exchange factor"
106893880,K03084,"SHIP1, INPP5D; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 [EC:3.1.3.86]"
106893878,,
106893881,K12357,NEU2_3_4; sialidase-2/3/4 [EC:3.2.1.18]
106893883,K19192,SAP130; histone deacetylase complex subunit SAP130
106893884,K23921,EFHD1; EF-hand domain-containing family member D1
106893885,K04996,"KCNJ2, KIR2.1; potassium inwardly-rectifying channel subfamily J member 2"
106893887,K05009,"KCNJ16, KIR5.1; potassium inwardly-rectifying channel subfamily J member 16"
106893888,K18435,SOX9; transcription factor SOX9 (SOX group E)
106893886,K02258,"COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
106893893,K04870,CACNG5; voltage-dependent calcium channel gamma-5
106893894,K12381,ARSG; arylsulfatase G [EC:3.1.6.-]
106893896,K14717,"SLC39A11, ZIP11; solute carrier family 39 (zinc transporter), member 11"
106893897,,
106893898,K21957,FAM20A; pseudokinase FAM20A
106893899,K04739,PRKAR; cAMP-dependent protein kinase regulator
106893900,K03035,"PSMD12, RPN5; 26S proteasome regulatory subunit N5"
106893901,K11728,"BPTF, E(bx); nucleosome-remodeling factor subunit BPTF"
106893902,K24482,CRLF3; cytokine receptor-like factor 3
106893904,K16544,CEP95; centrosomal protein CEP95
106893905,K00232,"E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]"
106893906,,
106893907,K04678,SMURF; E3 ubiquitin ligase SMURF1/2 [EC:2.3.2.26]
106893908,K15043,KPNA2_7; importin subunit alpha-1/8
106893909,,
106893910,,
106893912,K04869,CACNG4; voltage-dependent calcium channel gamma-4
106893914,K04866,CACNG1; voltage-dependent calcium channel gamma-1
106893917,K12823,"DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"
106893919,K02333,POLG2; DNA polymerase gamma 2
106893918,K02088,CDK3; cyclin-dependent kinase 3 [EC:2.7.11.22]
106893920,,
106893921,K04739,PRKAR; cAMP-dependent protein kinase regulator
106893903,K15362,"BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]"
106893922,K04433,"MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]"
106893923,K25168,HELZ; helicase with zinc finger domain [EC:3.6.4.-]
106893925,K02677,PRKCA; classical protein kinase C alpha type [EC:2.7.11.13]
106893926,K17908,"WIPI1_2, ATG18; autophagy-related protein 18"
106893924,K23313,TEN1; CST complex subunit TEN1
106893927,K05648,"ABCA5; ATP-binding cassette, subfamily A (ABC1), member 5"
106893928,K13765,RGS9; regulator of G-protein signaling 9
106893929,K04639,GNA13; guanine nucleotide-binding protein subunit alpha-13
106893930,K05651,"ABCA9; ATP-binding cassette, subfamily A (ABC1), member 9"
106893931,K04385,AXIN2; axin 2
106893932,K08183,"SLC16A6; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6"
106893934,K16767,CEP112; centrosomal protein CEP112
106893933,K07195,"EXOC7, EXO70; exocyst complex component 7"
106893935,K17305,"APOH, B2G1; beta-2-glycoprotein 1"
106893936,K20101,DHX34; ATP-dependent RNA helicase DHX34 [EC:3.6.4.13]
106893937,K04010,"C5AR1, CD88; C5a anaphylatoxin chemotactic receptor 1"
106893939,K16356,"LRFN3, SALM4; leucine-rich repeat and fibronectin type-III domain-containing protein 3"
106893940,,
106893941,K03178,"UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]"
106893942,K03178,"UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]"
106893943,K21879,"WHRN, USH2D; whirlin"
106893944,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]
106893945,K15180,"COBRA1, NELFB; negative elongation factor B"
106893946,K07762,PAPPA; pappalysin-1 [EC:3.4.24.79]
106893947,K01915,"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
106893948,K14687,"SLC31A2, CTR2; solute carrier family 31 (copper transporter), member 2"
106893949,K05478,"TNFSF15, VEGI; tumor necrosis factor ligand superfamily member 15"
106893950,K02870,"RP-L12e, RPL12; large subunit ribosomal protein L12e"
106893951,K02870,"RP-L12e, RPL12; large subunit ribosomal protein L12e"
106893952,K17868,"DPH7, RRT2; diphthine methyl ester acylhydrolase [EC:3.1.1.97]"
106893953,K24164,TPRN; taperin
106893954,K05125,"DDR2, TKT, CD167b; discoidin domain receptor family member 2 [EC:2.7.10.1]"
106893955,K19721,"COL5AS; collagen type V/XI/XXIV/XXVII, alpha"
106893956,,
106893957,K21404,AKNA; AT-hook-containing transcription factor
106893958,K21879,"WHRN, USH2D; whirlin"
106893959,K02152,"ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"
106893960,K24632,ZMYND19; zinc finger MYND domain-containing protein 19
106893961,,
106893962,,
106893963,K05471,"TNFSF8, CD153; tumor necrosis factor ligand superfamily member 8"
106893965,,
106893966,K19721,"COL5AS; collagen type V/XI/XXIV/XXVII, alpha"
106893967,K24743,WDR31; WD repeat-containing protein 31
106893968,K07375,TUBB; tubulin beta
106893969,,
106893970,K17478,"FKBP15, WAFL; FK506-binding protein 15"
106893972,K14686,"SLC31A1, CTR1; solute carrier family 31 (copper transporter), member 1"
106893973,K23844,NSMF; NMDA receptor synaptonuclear signaling and neuronal migration factor
106893974,K10607,"TRIM32, HT2A; tripartite motif-containing protein 32 [EC:2.3.2.27]"
106893975,K24479,ASTN; astrotactin
106893977,K10641,LRSAM1; E3 ubiquitin-protein ligase LRSAM1 [EC:2.3.2.27]
106893978,K02870,"RP-L12e, RPL12; large subunit ribosomal protein L12e"
106893979,K14676,"NTE, NRE; lysophospholipid hydrolase [EC:3.1.1.5]"
106893980,K17422,MRPL41; large subunit ribosomal protein L41
106893981,K06252,TN; tenascin
106893982,K04849,"CACNA1B, CAV2.2; voltage-dependent calcium channel N type alpha-1B"
106893983,K11420,EHMT; [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]
106893971,K10178,TBX4; T-box protein 4
106893984,K16780,SSNA1; sjoegren syndrome nuclear autoantigen 1
106893985,K03349,"APC2, ANAPC2; anaphase-promoting complex subunit 2"
106893986,K07524,RGS3; regulator of G-protein signalling 3
106893987,K15292,"STXBP1, MUNC18-1; syntaxin-binding protein 1"
106893989,K02152,"ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"
106893990,K03359,"APC12, CDC26; anaphase-promoting complex subunit 12"
106893991,K12662,"PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4"
106893988,K07861,RAC3; Ras-related C3 botulinum toxin substrate 3
106893992,K01698,"hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]"
106893993,,
106893994,,
106893995,,
106893997,,
106893996,K03331,DCXR; L-xylulose reductase [EC:1.1.1.10]
106893998,,
106893999,K16478,NPHP4; nephrocystin-4
106894000,K24333,MEGF6; multiple epidermal growth factor-like domains protein 6
106894001,,
106894002,,
106894003,,
106894004,K21387,AJAP1; adherens junction-associated protein 1
106894006,,
106894005,K07861,RAC3; Ras-related C3 botulinum toxin substrate 3
106894011,K02311,"DFFB, DFF40; DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]"
106894012,K16458,CEP104; centrosomal protein CEP104
106894014,K10148,TP73; tumor protein p73
106894013,K00665,"FASN; fatty acid synthase, animal type [EC:2.3.1.85]"
106894015,K25164,"WRAP73, WDR8; WD repeat-containing protein WRAP73"
106894016,K10409,DNAI1; dynein axonemal intermediate chain 1
106894017,K25411,ENHO; adropin
106894018,K24576,TMEM8A_B; transmembrane protein 8A/B
106894020,K15214,TAF1C; TATA box-binding protein-associated factor RNA polymerase I subunit C
106894021,,
106894022,,
106894019,K01081,E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]
106894023,,
106894024,K18634,SMRP1; spermatid-specific manchette-related protein 1
106894025,K25856,ARID3; AT-rich interactive domain-containing protein 3
106894026,K20719,SIGMAR1; sigma non-opioid intracellular receptor
106894027,K10894,FANCG; fanconi anemia group G protein
106894028,K15293,"UNC13A_B_C, MUNC13; protein unc-13 A/B/C"
106894029,,
106894030,,
106894031,,
106894032,K08841,TESK1; testis-specific kinase 1 [EC:2.7.12.1]
106894033,K06504,CD72; CD72 antigen
106894034,K06504,CD72; CD72 antigen
106894035,,
106894036,K12324,"ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]"
106894039,K25685,MSMP; prostate-associated microseminoprotein
106894040,K00965,"galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
106894041,K14525,RPP25; ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]
106894038,K24825,ARMC7; armadillo repeat-containing protein 7
106894042,,
106894043,K10425,DCTN3; dynactin 3
106894044,,
106894045,K05056,IL11RA; interleukin 11 receptor alpha
106894047,,
106894046,,
106894048,K05059,CNTFR; ciliary neurotrophic factor receptor
106894049,,
106894050,K05512,"CCL19, ELC; C-C motif chemokine 19"
106894051,K16062,"CCL21, SLC; C-C motif chemokine 21"
106894053,,
106894055,K11803,DCAF12; DDB1- and CUL4-associated factor 12
106894056,K24727,MYORG; myogenesis-regulating glycosidase [EC:3.2.1.-]
106894054,K15108,"SLC25A19, DNC, TPC1; solute carrier family 25 (mitochondrial thiamine pyrophosphate transporter), member 19"
106894057,K24727,MYORG; myogenesis-regulating glycosidase [EC:3.2.1.-]
106894058,,
106894059,K01518,NUDT2; bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]
106894060,,
106894061,K10393,"KIF2_24, MCAK; kinesin family member 2/24"
106893840,K05840,DRD5; dopamine receptor D5
106894037,K15507,"MRM1, PET56; 21S rRNA (GM2251-2'-O)-methyltransferase [EC:2.1.1.-]"
106894062,K24629,UBAP1; ubiquitin-associated protein 1
106894063,K05288,PIGO; GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]
106894065,,
106894066,K13525,"VCP, CDC48; transitional endoplasmic reticulum ATPase"
106894064,,
106894067,K23291,RUSC2; iporin
106894068,,
106894069,,
106894070,K01530,E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]
106894072,K20477,RGP1; RAB6A-GEF complex partner protein 2
106894071,K06094,LLGL; lethal(2) giant larvae protein
106894073,K17108,GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
106894074,,
106894075,K09511,DNAJB5; DnaJ homolog subfamily B member 5
106894076,K09856,RASSF9_10; Ras association domain-containing protein 9/10
106894077,K19947,MICAL; F-actin monooxygenase [EC:1.14.13.225]
106894078,K25493,DKK3; dickkopf 3
106894079,,
106894080,K02296,"ARNTL, BMAL1, CYC; aryl hydrocarbon receptor nuclear translocator-like protein 1"
106894081,K10482,BTBD10; BTB/POZ domain-containing protein 10
106894082,K09448,TEAD; transcriptional enhancer factor
106894083,K15326,TSEN54; tRNA-splicing endonuclease subunit Sen54
106894084,K06275,PARV; parvin
106894085,K06751,MHC1; MHC class I antigen
106894086,K05653,"ABCB2, TAP1; ATP-binding cassette, subfamily B (MDR/TAP), member 2 [EC:7.4.2.14]"
106894087,K05654,"ABCB3, TAP2; ATP-binding cassette, subfamily B (MDR/TAP), member 3 [EC:7.4.2.14]"
106894088,,
106894089,K06751,MHC1; MHC class I antigen
106894090,,
106894092,,
106894093,K01645,CER1; cerberus 1
106894094,K05414,IFNA; interferon alpha
106894096,K02991,"RP-S6e, RPS6; small subunit ribosomal protein S6e"
106894097,K15187,"MLLT1_3, ENL, AF9; YEATS domain-containing protein 1/3"
106894095,K07809,HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
106894099,K24429,ADAMTSL1_3; ADAMTS-like protein 1/3
106894100,K16589,"HAUS6, AUG6; HAUS augmin-like complex subunit 6"
106894102,K25472,SAXO; stabilizer of axonemal microtubules
106894103,,
106894105,,
106894106,K20163,DENND4; DENN domain-containing protein 4
106894107,K17284,"PLIN2, ADRP; perilipin-2"
106894108,K13750,"SLC24A2, NCKX2; solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
106894111,K25057,"PSIP1, LEDGF; PC4 and SFRS1-interacting protein"
106894112,K24943,TTC39; tetratricopeptide repeat protein 39
106894113,K15210,SNAPC3; snRNA-activating protein complex subunit 3
106894115,K11247,SH3GL; endophilin-A
106894116,,
106894117,K24146,BNC; zinc finger protein basonuclin
106894118,K16467,CNTLN; centlein
106894120,K23380,FREM1_2; FRAS1-related extracelluar matrix protein 1/2
106894121,K01441,"ACER1_2, ASAH3; alkaline ceramidase [EC:3.5.1.23]"
106894122,K10703,"HACD, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]"
106894124,K14292,TGS1; trimethylguanosine synthase [EC:2.1.1.-]
106894101,K25806,APPBP2; amyloid protein-binding protein 2
106894125,K07877,RAB2A; Ras-related protein Rab-2A
106894126,K18832,PENK; proenkephalin A
106894128,K15734,SDR16C5; all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
106894129,,
106894127,,
106894130,,
106894131,,
106894132,K17254,SDCBP; syntenin-1
106894133,K18953,"NSMAF, FAN; factor associated with neutral sphingomyelinase activation"
106894134,K01672,CA; carbonic anhydrase [EC:4.2.1.1]
106894135,K00489,CYP7A1; cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
106894136,K04367,MOS; proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]
106894137,,
106894138,K10402,KIF20; kinesin family member 20
106894139,K15734,SDR16C5; all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
106894141,K15759,"IMPAD1, IMPA3; Golgi-resident PAP phosphatase [EC:3.1.3.7]"
106894142,K17254,SDCBP; syntenin-1
106894143,K17254,SDCBP; syntenin-1
106894144,K05854,LYN; tyrosine-protein kinase Lyn [EC:2.7.10.2]
106894145,,
106894146,,
106894148,K19484,PLAG1; zinc finger protein PLAG1
106894147,K10902,RECQL5; ATP-dependent DNA helicase Q5 [EC:5.6.2.4]
106894150,K24347,UBXN2B; UBX domain-containing protein 2B
106894151,,
106894152,K11140,"ANPEP, CD13; aminopeptidase N [EC:3.4.11.2]"
106894153,,
106894154,K01793,GLCE; heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]
106894155,K25041,"PAQR5, MPRG; membrane progestin receptor gamma"
106894156,,
106894157,K04677,SMAD6; mothers against decapentaplegic homolog 6
106894158,K23605,SMAD3; mothers against decapentaplegic homolog 3
106894159,,
106894160,K02183,CALM; calmodulin
106894161,K04497,"GRO, TLE; groucho"
106894162,,
106894163,,
106894164,K08622,ADAMTS7; a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]
106894165,K03245,EIF3J; translation initiation factor 3 subunit J
106894166,K24755,"WDR76, CMR1; WD repeat-containing protein 76"
106894167,K01366,CTSH; cathepsin H [EC:3.4.22.16]
106894168,K04349,RASGRF1; Ras-specific guanine nucleotide-releasing factor 1
106894169,K20350,TMED3; p24 family protein gamma-4
106894170,K04280,GNRHR; gonadotropin-releasing hormone receptor
106894171,K09076,MESP; mesoderm posterior
106894172,K09076,MESP; mesoderm posterior
106894173,K06521,"SEMA4, CD100; semaphorin 4"
106894174,K16582,TTLL6_13; tubulin polyglutamylase TTLL6/13 [EC:6.3.2.61]
106894175,K23281,VPS33B; vacuolar protein sorting-associated protein 33B
106894176,K21991,UNC45; protein unc-45
106894177,K24177,SERINC4; serine incorporator 4
106894178,K24177,SERINC4; serine incorporator 4
106894179,K09574,FKBP8; FK506-binding protein 8 [EC:5.2.1.8]
106894180,K15183,ELL; RNA polymerase II elongation factor ELL
106894182,K08056,"PDIA3, GRP58; protein disulfide-isomerase A3 [EC:5.3.4.1]"
106894183,K00933,E2.7.3.2; creatine kinase [EC:2.7.3.2]
106894184,K20915,"TP53BP1, P202; tumor suppressor p53-binding protein 1"
106894181,,
106894185,K17259,CIB1; calcium and integrin-binding protein 1
106894187,K06587,ITGA11; integrin alpha 11
106894188,K11579,ZWILCH; protein zwilch
106894192,,
106894193,K10429,MAP1; microtubule-associated protein 1
106894195,K21424,NOX5; NADPH oxidase 5 [EC:1.6.3.-]
106894196,K18646,ANP32A_C_D; acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
106894197,K19026,SPG11; spatacsin
106894198,K04706,PIAS1; E3 SUMO-protein ligase PIAS1 [EC:2.3.2.-]
106894201,K16848,IQGAP1; Ras GTPase-activating-like protein IQGAP1
106894202,,
106894199,,
106894203,K07527,"FES, FPS; tyrosine-protein kinase Fes/Fps [EC:2.7.10.2]"
106894204,K01349,"FURIN, PCSK3; furin [EC:3.4.21.75]"
106894205,,
106894206,K11339,"MORF4L1, MRG15, EAF3; mortality factor 4-like protein 1"
106894207,K13024,"PPIP5K, VIP; inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]"
106894208,K16732,"PRC1, ASE1, MAP65; Ase1/PRC1/MAP65 family protein"
106894186,K11837,USP6_32; ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12]
106894209,,
106894213,,
106894214,K00031,"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"
106894215,K23969,FRMD3_5; FERM domain-containing protein 3/5
106894211,K12485,RAB11FIP3_4; Rab11 family-interacting protein 3/4
106894217,K10349,FEM1B; protein fem-1 homolog B
106894218,,
106894219,K24842,IQCH; IQ domain-containing protein H
106894221,K04463,"MAP2K5, MEK5; mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]"
106894222,,
106894223,K17616,CTDSPL2; CTD small phosphatase-like protein 2 [EC:3.1.3.-]
106894226,K23878,AAGAB; alpha- and gamma-adaptin-binding protein p34
106894227,K16571,"TUBGCP4, GCP4; gamma-tubulin complex component 4"
106894228,K10901,"BLM, RECQL3, SGS1; bloom syndrome protein [EC:5.6.2.4]"
